IRICategoryId,IRIUPC,UPCName,Category,SubCategory,ParentCompany,Manufacturer,IRIUPC_SixDigit,IRIUPC_EightDigit,IRIUPC_NineDigit,IRIUPC_TenDigit,IRIUPC_TenDigitV2,IRIUPC_ElevenDigit,IRIUPC_ElevenDigitV2,LastUpdatedUserId,IsDeleted,LineageID,Modified,Created,IsPepsiCategory,BU,LineExtension,TradeMark,CustomUSFLNASaltySnacksSize,CustomUSCount,CustomUSSizePerUnitOz,IRIUPC_SrcEightDigit,IRIUPC_SrcNineDigit,IRIUPC_SrcTenDigit,ItemLaunchWeek,ItemLaunchYear,BrandLaunchWeek,BrandLaunchYear,CustomUSPackage,IRICategoryHead
3035,0011110871751,PRIVATE LABEL MACARONI & CHEESE MX ORIGINAL ELBOW 1 CT 36.25 OZ ,OTHER SIDE DISHES,MAC N CHEESE,PRIVATE LABEL,PRIVATE LABEL,110871,11087175,111087175,1111087175,0111108717,01111087175,00111108717,KrogerCat,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Quaker,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,7.25,11110871,111108717,1111087175,Wk - 06-14-15,2015,Before 2013,Before 2013,BOX,Non PEP
3036,0011110872825,PRIVATE LABEL YOGURT ALMOND CHEWY 6 CT 7.4 OZ - 27154666,SNACK BARS/GRANOLA BARS,SNACK BARS,PRIVATE LABEL,PRIVATE LABEL,110872,11087282,111087282,1111087282,0111108728,01111087282,00111108728,IRI2018Update,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,,,,,,,,,,,,,,Quaker
3037,0011110872826,PRIVATE LABEL ALMOND SWEET & SALTY ALMOND 6 CT 7.4 OZ ,SNACK BARS/GRANOLA BARS,SNACK BARS,PRIVATE LABEL,PRIVATE LABEL,110872,11087282,111087282,1111087282,0111108728,01111087282,00111108728,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,PRIVATE LABEL,PRIVATE LABEL,N/A,6 CT,1.2333,11110872,111108728,1111087282,Before 2013,Before 2013,Before 2013,Before 2013,NA,Quaker
3038,0011110872933,PRIVATE LABEL COATED SWEET & SALTY ALMOND 6 CT 7.4 OZ - 27677675,SNACK BARS/GRANOLA BARS,SNACK BARS,PRIVATE LABEL,PRIVATE LABEL,110872,11087293,111087293,1111087293,0111108729,01111087293,00111108729,IRI2018Update,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,,,,,,,,,,,,,,
3039,0011110872934,PRIVATE LABEL COATED SWEET & SALTY ALMOND 6 CT 7.4 OZ ,SNACK BARS/GRANOLA BARS,SNACK BARS,PRIVATE LABEL,PRIVATE LABEL,110872,11087293,111087293,1111087293,0111108729,01111087293,00111108729,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,PRIVATE LABEL,PRIVATE LABEL,N/A,6 CT,1.2333,11110872,111108729,1111087293,Before 2013,Before 2013,Before 2013,Before 2013,NA,
3040,0011110872942,PRIVATE LABEL YOGURT SWEET & SALTY ALMOND CHEWY 6 CT 7.4 OZ ,SNACK BARS/GRANOLA BARS,SNACK BARS,PRIVATE LABEL,PRIVATE LABEL,110872,11087294,111087294,1111087294,0111108729,01111087294,00111108729,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,PRIVATE LABEL,PRIVATE LABEL,N/A,6 CT,1.2333,11110872,111108729,1111087294,Before 2013,Before 2013,Before 2013,Before 2013,NA,
3041,0011110872952,PRIVATE LABEL PEANUT BUTTER SWET & SLTY PNT BTTR 6 CT 7.4 OZ ,SNACK BARS/GRANOLA BARS,SNACK BARS,PRIVATE LABEL,PRIVATE LABEL,110872,11087295,111087295,1111087295,0111108729,01111087295,00111108729,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,PRIVATE LABEL,PRIVATE LABEL,N/A,6 CT,1.2333,11110872,111108729,1111087295,Before 2013,Before 2013,Before 2013,Before 2013,NA,
3042,0011110872962,PRIVATE LABEL SWEET & SALTY PEAN#1 6 CT 7.4 OZ ,SNACK BARS/GRANOLA BARS,SNACK BARS,PRIVATE LABEL,PRIVATE LABEL,110872,11087296,111087296,1111087296,0111108729,01111087296,00111108729,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,PRIVATE LABEL,PRIVATE LABEL,N/A,6 CT,1.2333,11110872,111108729,1111087296,Before 2013,Before 2013,Before 2013,Before 2013,NA,
3043,0011110873122,PRIVATE LABEL DINNER MIX ADD MEAT CHEESEBURGER HAMBURGER 1 CT 5.8 OZ ,OTHER SIDE DISHES,MEAL SOLUTIONS,PRIVATE LABEL,PRIVATE LABEL,110873,11087312,111087312,1111087312,0111108731,01111087312,00111108731,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,5.8,11110873,111108731,1111087312,Before 2013,Before 2013,Before 2013,Before 2013,NA,
3044,0011110873142,PRIVATE LABEL PIECE WHEEL ASSORTED TROPICL FRT 5.4 OZ 6 CT ,WHOLESOME SNACKS EX LITE SNACKS,FRUIT SNACKS,PRIVATE LABEL,PRIVATE LABEL,110873,11087314,111087314,1111087314,0111108731,01111087314,00111108731,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,PRIVATE LABEL,PRIVATE LABEL,N/A,6 CT,0.90,11110873,111108731,1111087314,,,,,,
3045,0011110873331,PRIVATE LABEL CRACKER SEA SALT SEA SALT PLASTIC BAG 8 OZ - 3924935,SALTY SNACKS,PITA/BAGEL CHIPS,PRIVATE LABEL,PRIVATE LABEL,110873,11087333,111087333,1111087333,0111108733,01111087333,00111108733,KrogerCat,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,FLNA,,,,,,,,,,,,,,Total Macrosnacks
3046,0011110873341,PRIVATE LABEL CRACKER CINNAMON SUGAR PLASTIC BAG 8 OZ - 3931847,SALTY SNACKS,PITA/BAGEL CHIPS,PRIVATE LABEL,PRIVATE LABEL,110873,11087334,111087334,1111087334,0111108733,01111087334,00111108733,KrogerCat,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,FLNA,,,,,,,,,,,,,,Total Macrosnacks
3047,0011110873463,PRIVATE LABEL CHOCOLATE MILKSHAKE PLSTC BT IN CRDRD SL 4 CT 44 OZ ,VALUE ADDED DAIRY,MILK SHAKES,PRIVATE LABEL,PRIVATE LABEL,110873,11087346,111087346,1111087346,0111108734,01111087346,00111108734,KrogerCat,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,4 CT,11.0,11110873,111108734,1111087346,Wk - 10-11-15,2015,Before 2013,Before 2013,PLASTIC BOTTLE,Quaker
3048,0011110873491,PRIVATE LABEL VANILLA MILKSHAKE PLSTC BT IN CRDRD SL 4 CT 44 OZ ,VALUE ADDED DAIRY,MILK SHAKES,PRIVATE LABEL,PRIVATE LABEL,110873,11087349,111087349,1111087349,0111108734,01111087349,00111108734,KrogerCat,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,4 CT,11.0,11110873,111108734,1111087349,Wk - 10-04-15,2015,Before 2013,Before 2013,PLASTIC BOTTLE,Quaker
3049,0011110873501,PRIVATE LABEL CAPPUCCINO MILKSHAKE PLSTC BT IN CRDRD SL 4 CT 44 OZ ,VALUE ADDED DAIRY,MILK SHAKES,PRIVATE LABEL,PRIVATE LABEL,110873,11087350,111087350,1111087350,0111108735,01111087350,00111108735,KrogerCat,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,4 CT,11.0,11110873,111108735,1111087350,Wk - 10-11-15,2015,Before 2013,Before 2013,PLASTIC BOTTLE,Quaker
3050,0011110873873,PRIVATE LABEL PIECE WHEEL ASSORTED TROPICL FRT 5.4 OZ 6 CT ,WHOLESOME SNACKS EX LITE SNACKS,FRUIT SNACKS,PRIVATE LABEL,PRIVATE LABEL,110873,11087387,111087387,1111087387,0111108738,01111087387,00111108738,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,PRIVATE LABEL,PRIVATE LABEL,N/A,6 CT,0.9,11110873,111108738,1111087387,Before 2013,Before 2013,Before 2013,Before 2013,NA,
3051,0011110874023,PRIVATE LABEL PIECE WHEEL ASSORTED TROPICL FRT 5.4 OZ 6 CT - 26950287,WHOLESOME SNACKS EX LITE SNACKS,FRUIT SNACKS,PRIVATE LABEL,PRIVATE LABEL,110874,11087402,111087402,1111087402,0111108740,01111087402,00111108740,PChaturvedula,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,,,,,,,,,,,,,,
3052,0011110874141,PRIVATE LABEL PRETZEL REGULAR BAG 15 OZ - 3925057,SALTY SNACKS,PRETZELS,PRIVATE LABEL,PRIVATE LABEL,110874,11087414,111087414,1111087414,0111108741,01111087414,00111108741,IRI2018Update,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,FLNA,,,,,,,,,,,,,,
3053,0011110875142,PRIVATE LABEL PIECE BUILD A BEAR WORKSHP ASSORTED FRUIT 5.4 OZ 6 CT ,WHOLESOME SNACKS EX LITE SNACKS,FRUIT SNACKS,PRIVATE LABEL,PRIVATE LABEL,110875,11087514,111087514,1111087514,0111108751,01111087514,00111108751,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,PRIVATE LABEL,PRIVATE LABEL,N/A,6 CT,0.9,11110875,111108751,1111087514,Before 2013,Before 2013,Before 2013,Before 2013,NA,
3054,0011110875331,PRIVATE LABEL WHL GRN WHT WHT BRN FLAKE REGULAR RAISIN 1 CT 51 OZ ,COLD CEREAL,RTE CEREAL,PRIVATE LABEL,PRIVATE LABEL,110875,11087533,111087533,1111087533,0111108753,01111087533,00111108753,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,PRIVATE LABEL RAISIN BRAN,PRIVATE LABEL RAISIN BRAN,N/A,1 CT,51.0,11110875,111108753,1111087533,Before 2013,Before 2013,Before 2013,Before 2013,BOX,Quaker
3055,0011110875341,PRIVATE LABEL CORN FLAKE TOASTED 2 CT 48 OZ ,COLD CEREAL,RTE CEREAL,PRIVATE LABEL,PRIVATE LABEL,110875,11087534,111087534,1111087534,0111108753,01111087534,00111108753,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,PRIVATE LABEL CORN FLAKES (BASE),PRIVATE LABEL CORN FLAKES (ALL),N/A,2 CT,24.0,11110875,111108753,1111087534,Before 2013,Before 2013,Before 2013,Before 2013,MULTIPACK,Quaker
3056,0011110875651,PRIVATE LABEL DRINK SMOOTHIE BERRY REGULAR 1 CT 8 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,110875,11087565,111087565,1111087565,0111108756,01111087565,00111108756,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,8.0,11110875,111108756,1111087565,Wk - 08-16-15,2015,Before 2013,Before 2013,POUCH,
3057,0011110875913,PRIVATE LABEL STRAWBERRY 6 CT 4.86 OZ ,SNACK BARS/GRANOLA BARS,SNACK BARS,PRIVATE LABEL,PRIVATE LABEL,110875,11087591,111087591,1111087591,0111108759,01111087591,00111108759,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,PRIVATE LABEL,PRIVATE LABEL,N/A,6 CT,0.81,11110875,111108759,1111087591,Before 2013,Before 2013,Before 2013,Before 2013,NA,
3058,0011110876242,PRIVATE LABEL YOGURT ICING BLUEBERRY 6 CT 4.86 OZ ,TOTAL BARS,SNACK BARS,PRIVATE LABEL,PRIVATE LABEL,110876,11087624,111087624,1111087624,0111108762,01111087624,00111108762,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,PRIVATE LABEL,PRIVATE LABEL,N/A,6 CT,0.81,11110876,111108762,1111087624,Before 2013,Before 2013,Before 2013,Before 2013,NA,
3059,0011110876252,PRIVATE LABEL ICING STRAWBERRY 6 CT 4.86 OZ - 29932596,WHOLESOME SNACKS EX LITE SNACKS,SNACK BARS,PRIVATE LABEL,PRIVATE LABEL,110876,11087625,111087625,1111087625,0111108762,01111087625,00111108762,PChaturvedula,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,,,,,,,,,,,,,,
3060,0011110876261,PRIVATE LABEL ICING STRAWBERRY CHEWY 6 CT 4.86 OZ - 29785677,WHOLESOME SNACKS EX LITE SNACKS,SNACK BARS,PRIVATE LABEL,PRIVATE LABEL,110876,11087626,111087626,1111087626,0111108762,01111087626,00111108762,PChaturvedula,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,,,,,,,,,,,,,,
3061,0011110876452,PRIVATE LABEL JUICE COCKTAIL TOMATO CLAM 1 CT 32 OZ ,TOTAL JUICE & DRINKS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,110876,11087645,111087645,1111087645,0111108764,01111087645,00111108764,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,32.00,11110876,111108764,1111087645,,,,,,
3062,0011110876611,PRIVATE LABEL FRUIT PUNCH CAN JUICE DRINK CONCNTRT 1 CT 48 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,110876,11087661,111087661,1111087661,0111108766,01111087661,00111108766,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,12.0,11110876,111108766,1111087661,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
3063,0011110876631,PRIVATE LABEL FRUIT PUNCH CAN JUICE DRINK CONCNTRT 1 CT 48 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,110876,11087663,111087663,1111087663,0111108766,01111087663,00111108766,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,12.0,11110876,111108766,1111087663,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
3064,0011110876681,PRIVATE LABEL GRAPE CAN JUICE CONCENTRATE 1 CT 48 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,110876,11087668,111087668,1111087668,0111108766,01111087668,00111108766,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,12.0,11110876,111108766,1111087668,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
3065,0011110876711,PRIVATE LABEL GRAPE CAN COCKTAIL DRINK CONC 1 CT 48 OZ - 3970737,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,110876,11087671,111087671,1111087671,0111108767,01111087671,00111108767,KrogerCat,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Beverages,,,,,,,,,,,,,,Non PEP
3066,0011110876751,PRIVATE LABEL PINK LEMONADE CAN DRINK CONCENTRATE 1 CT 64 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,110876,11087675,111087675,1111087675,0111108767,01111087675,00111108767,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,12.0,11110876,111108767,1111087675,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
3067,0011110876771,PRIVATE LABEL PINK LEMONADE CAN DRINK CONCENTRATE 1 CT 64 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,110876,11087677,111087677,1111087677,0111108767,01111087677,00111108767,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,12.0,11110876,111108767,1111087677,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
3068,0011110876801,PRIVATE LABEL LEMONADE CAN DRINK CONCENTRATE 1 CT 64 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,110876,11087680,111087680,1111087680,0111108768,01111087680,00111108768,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,12.0,11110876,111108768,1111087680,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
3069,0011110876821,PRIVATE LABEL LEMONADE CAN DRINK CONCENTRATE 1 CT 64 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,110876,11087682,111087682,1111087682,0111108768,01111087682,00111108768,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,12.0,11110876,111108768,1111087682,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
3070,0011110876871,PRIVATE LABEL LIMEADE CAN DRINK CONCENTRATE 1 CT 64 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,110876,11087687,111087687,1111087687,0111108768,01111087687,00111108768,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,12.0,11110876,111108768,1111087687,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
3071,0011110876931,PRIVATE LABEL ORANGE CAN JUICE CONCENTRATE 1 CT 64 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,110876,11087693,111087693,1111087693,0111108769,01111087693,00111108769,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,16.0,11110876,111108769,1111087693,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
3072,0011110876951,PRIVATE LABEL ORANGE CAN JUICE CONCENTRATE 1 CT 64 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,110876,11087695,111087695,1111087695,0111108769,01111087695,00111108769,KrogerCat,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,16.0,11110876,111108769,1111087695,Before 2013,Before 2013,Before 2013,Before 2013,CAN,Non PEP
3073,0011110876971,PRIVATE LABEL ORANGE CAN JUICE CONCENTRATE 1 CT 48 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,110876,11087697,111087697,1111087697,0111108769,01111087697,00111108769,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,12.0,11110876,111108769,1111087697,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
3074,0011110876991,PRIVATE LABEL ORANGE CAN JUICE CONCENTRATE 1 CT 48 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,110876,11087699,111087699,1111087699,0111108769,01111087699,00111108769,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,12.0,11110876,111108769,1111087699,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
3075,0011110877031,PRIVATE LABEL ORANGE CAN JUICE CONCENTRATE 1 CT 48 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,110877,11087703,111087703,1111087703,0111108770,01111087703,00111108770,KrogerCat,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,12.0,11110877,111108770,1111087703,Before 2013,Before 2013,Before 2013,Before 2013,CAN,Non PEP
3076,0011110877051,PRIVATE LABEL ORANGE CAN JUICE CONCENTRATE 1 CT 64 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,110877,11087705,111087705,1111087705,0111108770,01111087705,00111108770,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,16.0,11110877,111108770,1111087705,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
3077,0011110877072,PRIVATE LABEL ORANGE CAN JUICE CONCENTRATE 1 CT 48 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,110877,11087707,111087707,1111087707,0111108770,01111087707,00111108770,KrogerCat,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,12.0,11110877,111108770,1111087707,Before 2013,Before 2013,Before 2013,Before 2013,CAN,Non PEP
3078,0011110877121,PRIVATE LABEL ORANGE CAN JUICE CONCENTRATE 1 CT 48 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,110877,11087712,111087712,1111087712,0111108771,01111087712,00111108771,KrogerCat,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,12.0,11110877,111108771,1111087712,Before 2013,Before 2013,Before 2013,Before 2013,CAN,Non PEP
3079,0011110877131,PRIVATE LABEL GRAPEFRUIT CAN JUICE CONCENTRATE 1 CT 48 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,110877,11087713,111087713,1111087713,0111108771,01111087713,00111108771,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,12.00,11110877,111108771,1111087713,,,,,,
3080,0011110877161,PRIVATE LABEL GRAPEFRUIT CAN JUICE CONCENTRATE 1 CT 48 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,110877,11087716,111087716,1111087716,0111108771,01111087716,00111108771,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,12.0,11110877,111108771,1111087716,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
3081,0011110877192,PRIVATE LABEL LEMONADE RASPBERRY CAN JUICE DRINK CONCNTRT 1 CT 48 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,110877,11087719,111087719,1111087719,0111108771,01111087719,00111108771,KrogerCat,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,12.0,11110877,111108771,1111087719,Before 2013,Before 2013,Before 2013,Before 2013,CAN,Non PEP
3082,0011110877221,PRIVATE LABEL WILD BERRY PUNCH CAN DRINK CONCENTRATE 1 CT 48 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,110877,11087722,111087722,1111087722,0111108772,01111087722,00111108772,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,12.0,11110877,111108772,1111087722,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
3083,0011110877241,PRIVATE LABEL WHEAT OAT BRAN FLAKE AND CLUSTER REGULAR RAISIN 1 CT 18.2 OZ - 25396350,RTE CEREAL,RTE CEREAL,PRIVATE LABEL,PRIVATE LABEL,110877,11087724,111087724,1111087724,0111108772,01111087724,00111108772,KrogerCat,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,,,,,,,,,,,,,,Quaker
3084,0011110877251,PRIVATE LABEL WHEAT BRAN FLAKE RAISIN BRAN RAISIN 1 CT 18.2 OZ - 27677916,RTE CEREAL,RTE CEREAL,PRIVATE LABEL,PRIVATE LABEL,110877,11087725,111087725,1111087725,0111108772,01111087725,00111108772,PChaturvedula,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,,,,,,,,,,,,,,
3085,0011110877252,PRIVATE LABEL WHEAT BRAN FLAKE RAISIN BRAN RAISIN 1 CT 18.2 OZ - 196704704,RTE CEREAL,RTE CEREAL,PRIVATE LABEL,PRIVATE LABEL,110877,11087725,111087725,1111087725,0111108772,01111087725,00111108772,PChaturvedula,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,,,,,,,,,,,,,,
3086,0011110877263,PRIVATE LABEL WHEAT OAT BRAN FLAKE AND CLUSTER REGULAR RAISIN 1 CT 18.2 OZ ,COLD CEREAL,RTE CEREAL,PRIVATE LABEL,PRIVATE LABEL,110877,11087726,111087726,1111087726,0111108772,01111087726,00111108772,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,PRIVATE LABEL RAISIN BRAN,PRIVATE LABEL RAISIN BRAN,N/A,1 CT,18.2,11110877,111108772,1111087726,Before 2013,Before 2013,Before 2013,Before 2013,BOX,
3087,0011110877291,PRIVATE LABEL ORANGE CAN JUICE CONCENTRATE 1 CT 48 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,110877,11087729,111087729,1111087729,0111108772,01111087729,00111108772,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,12.0,11110877,111108772,1111087729,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
3088,0011110877301,PRIVATE LABEL ORANGE CAN JUICE CONCENTRATE 1 CT 48 OZ ,CONCENTRATES CMBND,CONCENTRATES - LIQUIDS,PRIVATE LABEL,PRIVATE LABEL,110877,11087730,111087730,1111087730,0111108773,01111087730,00111108773,KrogerCat,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,12.0,11110877,111108773,1111087730,Before 2013,Before 2013,Before 2013,Before 2013,CAN,Non PEP
